ID,duration,wav,start,stop,spk_id
id10001--J9lHsKG98U8--00019_6.0_9.0,10.8000625,Voxceleb\wav\id10001\J9lHsKG98U8\00019.wav,96000,144000,id10001
id10003--na8-QEFmj44--00003_0.0_3.0,4.2000625,Voxceleb\wav\id10003\na8-QEFmj44\00003.wav,0,48000,id10003
id10004--lu_eVSfv3Tg--00021_0.0_3.0,9.6400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00021.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00021_3.0_6.0,9.6400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00021.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00021_6.0_9.0,9.6400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00021.wav,96000,144000,id10004
id10003--yzIXg93UOIM--00008_0.0_3.0,4.1200625,Voxceleb\wav\id10003\yzIXg93UOIM\00008.wav,0,48000,id10003
id10003--E_6MjfYr0sQ--00020_0.0_3.0,4.4000625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00020.wav,0,48000,id10003
id10001--9mQ11vBs1wc--00003_0.0_3.0,5.2400625,Voxceleb\wav\id10001\9mQ11vBs1wc\00003.wav,0,48000,id10001
id10004--BOAd7pybyZw--00004_0.0_3.0,4.8000625,Voxceleb\wav\id10004\BOAd7pybyZw\00004.wav,0,48000,id10004
id10004--JKMfqmjUwMU--00004_0.0_3.0,16.0400625,Voxceleb\wav\id10004\JKMfqmjUwMU\00004.wav,0,48000,id10004
id10004--JKMfqmjUwMU--00004_3.0_6.0,16.0400625,Voxceleb\wav\id10004\JKMfqmjUwMU\00004.wav,48000,96000,id10004
id10004--JKMfqmjUwMU--00004_6.0_9.0,16.0400625,Voxceleb\wav\id10004\JKMfqmjUwMU\00004.wav,96000,144000,id10004
id10004--JKMfqmjUwMU--00004_9.0_12.0,16.0400625,Voxceleb\wav\id10004\JKMfqmjUwMU\00004.wav,144000,192000,id10004
id10004--JKMfqmjUwMU--00004_12.0_15.0,16.0400625,Voxceleb\wav\id10004\JKMfqmjUwMU\00004.wav,192000,240000,id10004
id10004--lu_eVSfv3Tg--00034_0.0_3.0,7.2400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00034.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00034_3.0_6.0,7.2400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00034.wav,48000,96000,id10004
id10004--wQJ3cED8ZSw--00002_0.0_3.0,7.7600625,Voxceleb\wav\id10004\wQJ3cED8ZSw\00002.wav,0,48000,id10004
id10004--wQJ3cED8ZSw--00002_3.0_6.0,7.7600625,Voxceleb\wav\id10004\wQJ3cED8ZSw\00002.wav,48000,96000,id10004
id10003--E_6MjfYr0sQ--00031_0.0_3.0,6.0800625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00031.wav,0,48000,id10003
id10003--E_6MjfYr0sQ--00031_3.0_6.0,6.0800625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00031.wav,48000,96000,id10003
id10001--7w0IBEWc9Qw--00004_0.0_3.0,7.5200625,Voxceleb\wav\id10001\7w0IBEWc9Qw\00004.wav,0,48000,id10001
id10001--7w0IBEWc9Qw--00004_3.0_6.0,7.5200625,Voxceleb\wav\id10001\7w0IBEWc9Qw\00004.wav,48000,96000,id10001
id10002--gaQqIoV_aLY--00003_0.0_3.0,4.1200625,Voxceleb\wav\id10002\gaQqIoV_aLY\00003.wav,0,48000,id10002
id10004--lu_eVSfv3Tg--00003_0.0_3.0,5.0400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00003.wav,0,48000,id10004
id10003--E_6MjfYr0sQ--00033_0.0_3.0,5.5200625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00033.wav,0,48000,id10003
id10004--lu_eVSfv3Tg--00012_0.0_3.0,10.2800625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00012.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00012_3.0_6.0,10.2800625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00012.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00012_6.0_9.0,10.2800625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00012.wav,96000,144000,id10004
id10003--yzIXg93UOIM--00009_0.0_3.0,4.1600625,Voxceleb\wav\id10003\yzIXg93UOIM\00009.wav,0,48000,id10003
id10004--wQJ3cED8ZSw--00001_0.0_3.0,6.5600625,Voxceleb\wav\id10004\wQJ3cED8ZSw\00001.wav,0,48000,id10004
id10004--wQJ3cED8ZSw--00001_3.0_6.0,6.5600625,Voxceleb\wav\id10004\wQJ3cED8ZSw\00001.wav,48000,96000,id10004
id10002--TqUbiOgEb0w--00001_0.0_3.0,6.4000625,Voxceleb\wav\id10002\TqUbiOgEb0w\00001.wav,0,48000,id10002
id10002--TqUbiOgEb0w--00001_3.0_6.0,6.4000625,Voxceleb\wav\id10002\TqUbiOgEb0w\00001.wav,48000,96000,id10002
id10003--E_6MjfYr0sQ--00036_0.0_3.0,13.5600625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00036.wav,0,48000,id10003
id10003--E_6MjfYr0sQ--00036_3.0_6.0,13.5600625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00036.wav,48000,96000,id10003
id10003--E_6MjfYr0sQ--00036_6.0_9.0,13.5600625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00036.wav,96000,144000,id10003
id10003--E_6MjfYr0sQ--00036_9.0_12.0,13.5600625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00036.wav,144000,192000,id10003
id10004--6WxS8rpNjmk--00001_0.0_3.0,9.1200625,Voxceleb\wav\id10004\6WxS8rpNjmk\00001.wav,0,48000,id10004
id10004--6WxS8rpNjmk--00001_3.0_6.0,9.1200625,Voxceleb\wav\id10004\6WxS8rpNjmk\00001.wav,48000,96000,id10004
id10004--6WxS8rpNjmk--00001_6.0_9.0,9.1200625,Voxceleb\wav\id10004\6WxS8rpNjmk\00001.wav,96000,144000,id10004
id10004--qqhJQYlENHs--00001_0.0_3.0,9.2000625,Voxceleb\wav\id10004\qqhJQYlENHs\00001.wav,0,48000,id10004
id10004--qqhJQYlENHs--00001_3.0_6.0,9.2000625,Voxceleb\wav\id10004\qqhJQYlENHs\00001.wav,48000,96000,id10004
id10004--qqhJQYlENHs--00001_6.0_9.0,9.2000625,Voxceleb\wav\id10004\qqhJQYlENHs\00001.wav,96000,144000,id10004
id10003--na8-QEFmj44--00004_0.0_3.0,3.9600625,Voxceleb\wav\id10003\na8-QEFmj44\00004.wav,0,48000,id10003
id10005--ZZR6EqjbzwI--00005_0.0_3.0,4.0800625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00005.wav,0,48000,id10005
id10004--lu_eVSfv3Tg--00027_0.0_3.0,8.8400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00027.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00027_3.0_6.0,8.8400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00027.wav,48000,96000,id10004
id10003--5ablueV_1tw--00004_0.0_3.0,6.8400625,Voxceleb\wav\id10003\5ablueV_1tw\00004.wav,0,48000,id10003
id10003--5ablueV_1tw--00004_3.0_6.0,6.8400625,Voxceleb\wav\id10003\5ablueV_1tw\00004.wav,48000,96000,id10003
id10004--lu_eVSfv3Tg--00024_0.0_3.0,7.4400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00024.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00024_3.0_6.0,7.4400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00024.wav,48000,96000,id10004
id10002--RLKKsYiCMvc--00019_0.0_3.0,5.1600625,Voxceleb\wav\id10002\RLKKsYiCMvc\00019.wav,0,48000,id10002
id10002--6WO410QOeuo--00005_0.0_3.0,4.6400625,Voxceleb\wav\id10002\6WO410QOeuo\00005.wav,0,48000,id10002
id10004--zcB1pnBt_Tc--00008_0.0_3.0,10.2800625,Voxceleb\wav\id10004\zcB1pnBt_Tc\00008.wav,0,48000,id10004
id10004--zcB1pnBt_Tc--00008_3.0_6.0,10.2800625,Voxceleb\wav\id10004\zcB1pnBt_Tc\00008.wav,48000,96000,id10004
id10004--zcB1pnBt_Tc--00008_6.0_9.0,10.2800625,Voxceleb\wav\id10004\zcB1pnBt_Tc\00008.wav,96000,144000,id10004
id10005--38_N-A-QOUo--00006_0.0_3.0,8.8400625,Voxceleb\wav\id10005\38_N-A-QOUo\00006.wav,0,48000,id10005
id10005--38_N-A-QOUo--00006_3.0_6.0,8.8400625,Voxceleb\wav\id10005\38_N-A-QOUo\00006.wav,48000,96000,id10005
id10002--RLKKsYiCMvc--00023_0.0_3.0,6.0000625,Voxceleb\wav\id10002\RLKKsYiCMvc\00023.wav,0,48000,id10002
id10002--RLKKsYiCMvc--00023_3.0_6.0,6.0000625,Voxceleb\wav\id10002\RLKKsYiCMvc\00023.wav,48000,96000,id10002
id10004--q6QJY1ndpOY--00001_0.0_3.0,5.9600625,Voxceleb\wav\id10004\q6QJY1ndpOY\00001.wav,0,48000,id10004
id10004--BOAd7pybyZw--00003_0.0_3.0,14.6400625,Voxceleb\wav\id10004\BOAd7pybyZw\00003.wav,0,48000,id10004
id10004--BOAd7pybyZw--00003_3.0_6.0,14.6400625,Voxceleb\wav\id10004\BOAd7pybyZw\00003.wav,48000,96000,id10004
id10004--BOAd7pybyZw--00003_6.0_9.0,14.6400625,Voxceleb\wav\id10004\BOAd7pybyZw\00003.wav,96000,144000,id10004
id10004--BOAd7pybyZw--00003_9.0_12.0,14.6400625,Voxceleb\wav\id10004\BOAd7pybyZw\00003.wav,144000,192000,id10004
id10003--5ablueV_1tw--00005_0.0_3.0,5.0400625,Voxceleb\wav\id10003\5ablueV_1tw\00005.wav,0,48000,id10003
id10004--JKMfqmjUwMU--00010_0.0_3.0,4.3600625,Voxceleb\wav\id10004\JKMfqmjUwMU\00010.wav,0,48000,id10004
id10004--bIZQaEVuATQ--00005_0.0_3.0,8.0400625,Voxceleb\wav\id10004\bIZQaEVuATQ\00005.wav,0,48000,id10004
id10004--bIZQaEVuATQ--00005_3.0_6.0,8.0400625,Voxceleb\wav\id10004\bIZQaEVuATQ\00005.wav,48000,96000,id10004
id10003--5ablueV_1tw--00008_0.0_3.0,4.2000625,Voxceleb\wav\id10003\5ablueV_1tw\00008.wav,0,48000,id10003
id10002--gaQqIoV_aLY--00007_0.0_3.0,4.6800625,Voxceleb\wav\id10002\gaQqIoV_aLY\00007.wav,0,48000,id10002
id10005--ZZR6EqjbzwI--00010_0.0_3.0,6.1200625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00010.wav,0,48000,id10005
id10005--ZZR6EqjbzwI--00010_3.0_6.0,6.1200625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00010.wav,48000,96000,id10005
id10005--ZZR6EqjbzwI--00004_0.0_3.0,4.8000625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00004.wav,0,48000,id10005
id10003--yzIXg93UOIM--00030_0.0_3.0,5.6400625,Voxceleb\wav\id10003\yzIXg93UOIM\00030.wav,0,48000,id10003
id10004--lu_eVSfv3Tg--00032_0.0_3.0,13.8400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00032.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00032_3.0_6.0,13.8400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00032.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00032_6.0_9.0,13.8400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00032.wav,96000,144000,id10004
id10004--lu_eVSfv3Tg--00032_9.0_12.0,13.8400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00032.wav,144000,192000,id10004
id10004--lu_eVSfv3Tg--00011_0.0_3.0,12.1200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00011.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00011_3.0_6.0,12.1200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00011.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00011_6.0_9.0,12.1200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00011.wav,96000,144000,id10004
id10004--lu_eVSfv3Tg--00011_9.0_12.0,12.1200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00011.wav,144000,192000,id10004
id10004--CWTpJe2RqOA--00001_0.0_3.0,9.0400625,Voxceleb\wav\id10004\CWTpJe2RqOA\00001.wav,0,48000,id10004
id10004--CWTpJe2RqOA--00001_3.0_6.0,9.0400625,Voxceleb\wav\id10004\CWTpJe2RqOA\00001.wav,48000,96000,id10004
id10004--CWTpJe2RqOA--00001_6.0_9.0,9.0400625,Voxceleb\wav\id10004\CWTpJe2RqOA\00001.wav,96000,144000,id10004
id10003--FfmnkloV_zg--00001_0.0_3.0,4.0800625,Voxceleb\wav\id10003\FfmnkloV_zg\00001.wav,0,48000,id10003
id10003--EGPV-Xa0LGk--00006_0.0_3.0,5.4000625,Voxceleb\wav\id10003\EGPV-Xa0LGk\00006.wav,0,48000,id10003
id10004--bIZQaEVuATQ--00002_0.0_3.0,10.0400625,Voxceleb\wav\id10004\bIZQaEVuATQ\00002.wav,0,48000,id10004
id10004--bIZQaEVuATQ--00002_3.0_6.0,10.0400625,Voxceleb\wav\id10004\bIZQaEVuATQ\00002.wav,48000,96000,id10004
id10004--bIZQaEVuATQ--00002_6.0_9.0,10.0400625,Voxceleb\wav\id10004\bIZQaEVuATQ\00002.wav,96000,144000,id10004
id10001--zELwAz2W6hM--00005_0.0_3.0,4.0000625,Voxceleb\wav\id10001\zELwAz2W6hM\00005.wav,0,48000,id10001
id10001--Y8hIVOBuels--00006_0.0_3.0,4.5200625,Voxceleb\wav\id10001\Y8hIVOBuels\00006.wav,0,48000,id10001
id10003--yzIXg93UOIM--00024_0.0_3.0,5.6000625,Voxceleb\wav\id10003\yzIXg93UOIM\00024.wav,0,48000,id10003
id10001--J9lHsKG98U8--00021_0.0_3.0,6.6800625,Voxceleb\wav\id10001\J9lHsKG98U8\00021.wav,0,48000,id10001
id10001--J9lHsKG98U8--00021_3.0_6.0,6.6800625,Voxceleb\wav\id10001\J9lHsKG98U8\00021.wav,48000,96000,id10001
id10003--A8SBCxYzJgs--00004_0.0_3.0,5.0400625,Voxceleb\wav\id10003\A8SBCxYzJgs\00004.wav,0,48000,id10003
id10003--yzIXg93UOIM--00019_0.0_3.0,4.4800625,Voxceleb\wav\id10003\yzIXg93UOIM\00019.wav,0,48000,id10003
id10002--0_laIeN-Q44--00001_0.0_3.0,4.1600625,Voxceleb\wav\id10002\0_laIeN-Q44\00001.wav,0,48000,id10002
id10004--bIZQaEVuATQ--00013_0.0_3.0,5.0800625,Voxceleb\wav\id10004\bIZQaEVuATQ\00013.wav,0,48000,id10004
id10003--5ablueV_1tw--00015_0.0_3.0,4.1600625,Voxceleb\wav\id10003\5ablueV_1tw\00015.wav,0,48000,id10003
id10003--5ablueV_1tw--00006_0.0_3.0,4.3600625,Voxceleb\wav\id10003\5ablueV_1tw\00006.wav,0,48000,id10003
id10003--EGPV-Xa0LGk--00007_0.0_3.0,4.3600625,Voxceleb\wav\id10003\EGPV-Xa0LGk\00007.wav,0,48000,id10003
id10004--bIZQaEVuATQ--00012_0.0_3.0,4.2400625,Voxceleb\wav\id10004\bIZQaEVuATQ\00012.wav,0,48000,id10004
id10004--6WxS8rpNjmk--00002_0.0_3.0,4.3200625,Voxceleb\wav\id10004\6WxS8rpNjmk\00002.wav,0,48000,id10004
id10001--7w0IBEWc9Qw--00007_0.0_3.0,9.2000625,Voxceleb\wav\id10001\7w0IBEWc9Qw\00007.wav,0,48000,id10001
id10001--7w0IBEWc9Qw--00007_3.0_6.0,9.2000625,Voxceleb\wav\id10001\7w0IBEWc9Qw\00007.wav,48000,96000,id10001
id10001--7w0IBEWc9Qw--00007_6.0_9.0,9.2000625,Voxceleb\wav\id10001\7w0IBEWc9Qw\00007.wav,96000,144000,id10001
id10002--eNc4LrrvV80--00012_0.0_3.0,7.7600625,Voxceleb\wav\id10002\eNc4LrrvV80\00012.wav,0,48000,id10002
id10002--eNc4LrrvV80--00012_3.0_6.0,7.7600625,Voxceleb\wav\id10002\eNc4LrrvV80\00012.wav,48000,96000,id10002
id10002--eNc4LrrvV80--00009_0.0_3.0,10.2800625,Voxceleb\wav\id10002\eNc4LrrvV80\00009.wav,0,48000,id10002
id10002--eNc4LrrvV80--00009_3.0_6.0,10.2800625,Voxceleb\wav\id10002\eNc4LrrvV80\00009.wav,48000,96000,id10002
id10002--eNc4LrrvV80--00009_6.0_9.0,10.2800625,Voxceleb\wav\id10002\eNc4LrrvV80\00009.wav,96000,144000,id10002
id10003--BQxxhq4539A--00002_0.0_3.0,5.2800625,Voxceleb\wav\id10003\BQxxhq4539A\00002.wav,0,48000,id10003
id10001--zELwAz2W6hM--00011_0.0_3.0,4.5600625,Voxceleb\wav\id10001\zELwAz2W6hM\00011.wav,0,48000,id10001
id10002--eNc4LrrvV80--00008_0.0_3.0,7.9600625,Voxceleb\wav\id10002\eNc4LrrvV80\00008.wav,0,48000,id10002
id10002--eNc4LrrvV80--00008_3.0_6.0,7.9600625,Voxceleb\wav\id10002\eNc4LrrvV80\00008.wav,48000,96000,id10002
id10003--NC70RWJDnMg--00004_0.0_3.0,3.9600625,Voxceleb\wav\id10003\NC70RWJDnMg\00004.wav,0,48000,id10003
id10003--E_6MjfYr0sQ--00015_0.0_3.0,5.2000625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00015.wav,0,48000,id10003
id10003--BQxxhq4539A--00015_0.0_3.0,6.0400625,Voxceleb\wav\id10003\BQxxhq4539A\00015.wav,0,48000,id10003
id10003--BQxxhq4539A--00015_3.0_6.0,6.0400625,Voxceleb\wav\id10003\BQxxhq4539A\00015.wav,48000,96000,id10003
id10003--yzIXg93UOIM--00017_0.0_3.0,4.2000625,Voxceleb\wav\id10003\yzIXg93UOIM\00017.wav,0,48000,id10003
id10002--RLKKsYiCMvc--00021_0.0_3.0,10.0000625,Voxceleb\wav\id10002\RLKKsYiCMvc\00021.wav,0,48000,id10002
id10002--RLKKsYiCMvc--00021_3.0_6.0,10.0000625,Voxceleb\wav\id10002\RLKKsYiCMvc\00021.wav,48000,96000,id10002
id10002--RLKKsYiCMvc--00021_6.0_9.0,10.0000625,Voxceleb\wav\id10002\RLKKsYiCMvc\00021.wav,96000,144000,id10002
id10003--E_6MjfYr0sQ--00017_0.0_3.0,3.9600625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00017.wav,0,48000,id10003
id10003--yzIXg93UOIM--00005_0.0_3.0,5.0000625,Voxceleb\wav\id10003\yzIXg93UOIM\00005.wav,0,48000,id10003
id10002--RLKKsYiCMvc--00018_0.0_3.0,8.5200625,Voxceleb\wav\id10002\RLKKsYiCMvc\00018.wav,0,48000,id10002
id10002--RLKKsYiCMvc--00018_3.0_6.0,8.5200625,Voxceleb\wav\id10002\RLKKsYiCMvc\00018.wav,48000,96000,id10002
id10004--IEV-I9f21ns--00001_0.0_3.0,8.9600625,Voxceleb\wav\id10004\IEV-I9f21ns\00001.wav,0,48000,id10004
id10004--IEV-I9f21ns--00001_3.0_6.0,8.9600625,Voxceleb\wav\id10004\IEV-I9f21ns\00001.wav,48000,96000,id10004
id10003--E_6MjfYr0sQ--00032_0.0_3.0,8.4000625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00032.wav,0,48000,id10003
id10003--E_6MjfYr0sQ--00032_3.0_6.0,8.4000625,Voxceleb\wav\id10003\E_6MjfYr0sQ\00032.wav,48000,96000,id10003
id10004--lu_eVSfv3Tg--00022_0.0_3.0,10.0400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00022.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00022_3.0_6.0,10.0400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00022.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00022_6.0_9.0,10.0400625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00022.wav,96000,144000,id10004
id10001--J9lHsKG98U8--00001_0.0_3.0,7.2800625,Voxceleb\wav\id10001\J9lHsKG98U8\00001.wav,0,48000,id10001
id10001--J9lHsKG98U8--00001_3.0_6.0,7.2800625,Voxceleb\wav\id10001\J9lHsKG98U8\00001.wav,48000,96000,id10001
id10001--Y8hIVOBuels--00009_0.0_3.0,12.4800625,Voxceleb\wav\id10001\Y8hIVOBuels\00009.wav,0,48000,id10001
id10001--Y8hIVOBuels--00009_3.0_6.0,12.4800625,Voxceleb\wav\id10001\Y8hIVOBuels\00009.wav,48000,96000,id10001
id10001--Y8hIVOBuels--00009_6.0_9.0,12.4800625,Voxceleb\wav\id10001\Y8hIVOBuels\00009.wav,96000,144000,id10001
id10001--Y8hIVOBuels--00009_9.0_12.0,12.4800625,Voxceleb\wav\id10001\Y8hIVOBuels\00009.wav,144000,192000,id10001
id10005--ZZR6EqjbzwI--00011_0.0_3.0,5.1600625,Voxceleb\wav\id10005\ZZR6EqjbzwI\00011.wav,0,48000,id10005
id10001--J9lHsKG98U8--00005_0.0_3.0,9.2000625,Voxceleb\wav\id10001\J9lHsKG98U8\00005.wav,0,48000,id10001
id10001--J9lHsKG98U8--00005_3.0_6.0,9.2000625,Voxceleb\wav\id10001\J9lHsKG98U8\00005.wav,48000,96000,id10001
id10001--J9lHsKG98U8--00005_6.0_9.0,9.2000625,Voxceleb\wav\id10001\J9lHsKG98U8\00005.wav,96000,144000,id10001
id10001--zELwAz2W6hM--00010_0.0_3.0,5.1600625,Voxceleb\wav\id10001\zELwAz2W6hM\00010.wav,0,48000,id10001
id10001--1zcIwhmdeo4--00003_0.0_3.0,5.6000625,Voxceleb\wav\id10001\1zcIwhmdeo4\00003.wav,0,48000,id10001
id10002--QanuGhOhb9A--00020_0.0_3.0,4.0000625,Voxceleb\wav\id10002\QanuGhOhb9A\00020.wav,0,48000,id10002
id10001--J9lHsKG98U8--00010_0.0_3.0,5.6800625,Voxceleb\wav\id10001\J9lHsKG98U8\00010.wav,0,48000,id10001
id10004--lu_eVSfv3Tg--00025_0.0_3.0,5.0000625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00025.wav,0,48000,id10004
id10005--38_N-A-QOUo--00008_0.0_3.0,5.6000625,Voxceleb\wav\id10005\38_N-A-QOUo\00008.wav,0,48000,id10005
id10004--lu_eVSfv3Tg--00016_0.0_3.0,9.9200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00016.wav,0,48000,id10004
id10004--lu_eVSfv3Tg--00016_3.0_6.0,9.9200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00016.wav,48000,96000,id10004
id10004--lu_eVSfv3Tg--00016_6.0_9.0,9.9200625,Voxceleb\wav\id10004\lu_eVSfv3Tg\00016.wav,96000,144000,id10004
id10005--WD-MtwoWSxs--00006_0.0_3.0,15.0400625,Voxceleb\wav\id10005\WD-MtwoWSxs\00006.wav,0,48000,id10005
id10005--WD-MtwoWSxs--00006_3.0_6.0,15.0400625,Voxceleb\wav\id10005\WD-MtwoWSxs\00006.wav,48000,96000,id10005
id10005--WD-MtwoWSxs--00006_6.0_9.0,15.0400625,Voxceleb\wav\id10005\WD-MtwoWSxs\00006.wav,96000,144000,id10005
id10005--WD-MtwoWSxs--00006_9.0_12.0,15.0400625,Voxceleb\wav\id10005\WD-MtwoWSxs\00006.wav,144000,192000,id10005
id10005--WD-MtwoWSxs--00006_12.0_15.0,15.0400625,Voxceleb\wav\id10005\WD-MtwoWSxs\00006.wav,192000,240000,id10005
id10003--BQxxhq4539A--00016_0.0_3.0,13.2400625,Voxceleb\wav\id10003\BQxxhq4539A\00016.wav,0,48000,id10003
id10003--BQxxhq4539A--00016_3.0_6.0,13.2400625,Voxceleb\wav\id10003\BQxxhq4539A\00016.wav,48000,96000,id10003
